@RELATION genre_model
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@DATA
0.039430,0.034379,3.138316,0.139797,0.205613,0.182210,0.012701,0.053397,-25.138599,3.418038,0.405969,0.473383,0.126107,0.045033,-0.043444,0.031788,-0.080400,-0.068053,-0.123516,0.099841,-0.121919,0.047612,0.002291,0.038054,0.012028,0.027212,0.007888,0.025686,0.000628,0.007112,0.029221,0.054906,0.002138,0.038188,0.023055,0.021706,0.135709,0.042056,0.030225,0.161363,0.009905,0.048268,1.016246,0.418954,0.439957,0.336023,0.282335,0.258711,0.248557,0.251075,0.256050,0.253382,0.257403,0.288282,0.246685,0.037432,0.003693,0.035884,0.013732,0.026463,0.009762,0.024940,0.001193,0.008529,0.024797,0.044170,0.003654,0.011141,200.000000,0.082955,blues
0.042997,0.038686,3.171311,0.136627,0.201852,0.207120,0.013288,0.055176,-25.145065,3.330172,0.413290,0.416950,-0.150808,0.022807,0.028322,0.246059,0.018572,-0.217470,-0.180954,-0.128914,-0.274579,0.030899,0.013760,0.062328,0.013518,0.012118,0.008650,0.057231,0.000480,0.001882,0.029210,0.021606,0.007053,0.039015,0.024933,0.020024,0.124690,0.038992,0.030748,0.178835,0.011241,0.039731,1.037589,0.457240,0.483717,0.341918,0.324279,0.310948,0.268153,0.271236,0.253174,0.267726,0.241469,0.263637,0.226714,0.030627,0.014607,0.045764,0.015530,0.012772,0.011101,0.036223,0.000842,0.002585,0.025145,0.021395,0.009013,0.010294,120.000000,0.087457,blues
0.039469,0.019186,3.123921,0.140067,0.203456,0.205945,0.012403,0.052513,-27.165643,3.147400,0.527472,0.766744,0.192954,0.300274,0.060557,0.161343,0.015097,-0.211491,-0.117490,-0.044362,-0.098733,0.042202,0.001892,0.052472,0.010007,0.048356,0.003715,0.028258,0.000389,0.005204,0.028629,0.039650,0.000911,0.040479,0.032486,0.014357,0.183741,0.045413,0.029112,0.217801,0.012226,0.054476,1.522369,0.484077,0.404371,0.289250,0.258479,0.259654,0.226123,0.252480,0.222711,0.227400,0.215906,0.210081,0.235889,0.035298,0.002242,0.046265,0.010822,0.031021,0.003344,0.021724,0.000835,0.006565,0.031989,0.037775,0.001222,0.011124,171.428571,0.074401,blues
0.041972,0.029047,3.147760,0.145053,0.211557,0.172025,0.011322,0.057783,-25.585083,3.590902,0.462936,0.481945,0.053104,0.003564,-0.116885,0.091905,-0.010019,-0.152248,-0.041521,-0.038519,-0.165947,0.029624,0.004388,0.039342,0.020105,0.042291,0.007518,0.026765,0.001343,0.003848,0.024117,0.053578,0.004193,0.037181,0.028730,0.017585,0.133650,0.050449,0.030432,0.194922,0.010303,0.063661,1.118789,0.490965,0.476374,0.328585,0.282820,0.306308,0.251346,0.258101,0.233542,0.253751,0.248456,0.230535,0.268922,0.029687,0.006525,0.033219,0.023244,0.028962,0.009526,0.020605,0.002534,0.005216,0.021747,0.035879,0.006751,0.009737,120.000000,0.086047,blues
0.045776,0.025474,3.134416,0.150218,0.212356,0.262243,0.014969,0.053535,-25.668211,3.089205,0.318852,0.617897,-0.024341,0.046021,0.088534,0.099935,0.056077,-0.137582,-0.147176,0.044829,-0.166360,0.029326,0.010647,0.031840,0.006704,0.029000,0.012146,0.058254,0.000604,0.003246,0.035125,0.026248,0.005504,0.037078,0.022703,0.014898,0.181090,0.036679,0.026577,0.192036,0.011868,0.036808,1.268262,0.508406,0.486884,0.393727,0.353259,0.311393,0.283938,0.278300,0.276307,0.308274,0.300174,0.291477,0.283670,0.033059,0.016389,0.034825,0.010401,0.029403,0.016333,0.042411,0.001082,0.005573,0.032916,0.027377,0.011024,0.010318,150.000000,0.087389,blues
0.045488,0.036829,3.109775,0.145681,0.204814,0.245651,0.011286,0.057716,-24.593011,3.193344,0.073031,0.556750,0.124261,0.134379,-0.047279,0.140360,-0.086813,-0.135257,-0.255887,-0.229140,-0.165288,0.028428,0.005427,0.060071,0.031485,0.021263,0.007493,0.023500,0.001387,0.004892,0.029463,0.040288,0.005848,0.037111,0.021121,0.021571,0.157836,0.039204,0.030500,0.163006,0.008658,0.045026,0.945318,0.411042,0.391819,0.316814,0.238437,0.285014,0.251828,0.264340,0.232984,0.231828,0.264324,0.255706,0.249301,0.036405,0.008381,0.047409,0.032600,0.019199,0.007583,0.021954,0.002214,0.006068,0.028414,0.034612,0.009184,0.009952,133.333333,0.101064,blues
0.036936,0.048316,3.147316,0.128825,0.196947,0.146314,0.014782,0.044574,-24.759226,3.407384,0.301460,0.401514,-0.141246,-0.125344,-0.084616,0.066651,-0.114286,-0.280596,-0.186740,-0.141118,-0.194264,0.024779,0.006614,0.031082,0.031430,0.035601,0.007859,0.014672,0.000508,0.004771,0.026358,0.060117,0.003543,0.038215,0.016086,0.028542,0.165763,0.031096,0.027837,0.109883,0.012239,0.023183,1.149145,0.421857,0.514364,0.353592,0.302146,0.332159,0.271384,0.296323,0.271355,0.267426,0.292625,0.289300,0.275508,0.030672,0.011868,0.028904,0.032842,0.033122,0.010657,0.015597,0.001089,0.007017,0.023492,0.040591,0.007018,0.011104,120.000000,0.083893,blues
0.048226,0.014059,3.101541,0.134091,0.191288,0.308325,0.015580,0.063154,-27.414126,2.855762,0.270526,0.632629,-0.000381,-0.041525,-0.067636,0.092219,0.075497,0.046697,0.083365,0.001004,-0.085168,0.013274,0.003773,0.045338,0.016992,0.022431,0.002454,0.016558,0.001523,0.006149,0.035016,0.062657,0.002281,0.035055,0.026941,0.018268,0.284508,0.036023,0.028733,0.249514,0.017037,0.039843,1.838249,0.728384,0.513964,0.414974,0.423922,0.370861,0.343964,0.327195,0.295174,0.318442,0.346036,0.275886,0.227880,0.015725,0.007871,0.050035,0.022758,0.022919,0.002486,0.018087,0.002820,0.008041,0.032206,0.047968,0.003019,0.013420,200.000000,0.102041,blues
0.044433,0.037085,3.107302,0.148317,0.212265,0.212392,0.011422,0.054135,-24.957868,3.325036,0.380053,0.552197,0.017297,0.110874,-0.286566,0.008667,-0.108700,-0.260611,-0.230185,-0.177257,-0.237607,0.054433,0.003470,0.049810,0.033936,0.018492,0.006792,0.022944,0.001075,0.008800,0.028850,0.040801,0.002143,0.037857,0.028292,0.020549,0.160548,0.044146,0.029151,0.186013,0.009120,0.050101,1.061639,0.420801,0.409764,0.308044,0.266088,0.260187,0.260634,0.235422,0.235356,0.238187,0.246148,0.256427,0.246544,0.049800,0.004511,0.039619,0.034172,0.021599,0.008088,0.018084,0.002485,0.010077,0.028178,0.035968,0.003212,0.011203,133.333333,0.087816,blues
0.035376,0.012394,3.162605,0.125884,0.191961,0.168720,0.011631,0.047925,-27.423672,3.391299,0.352581,0.598592,-0.111000,-0.070024,-0.041969,0.059970,0.032054,0.057312,0.004156,-0.042642,-0.143108,0.018158,0.007694,0.039158,0.010300,0.047661,0.004944,0.034070,0.001572,0.006753,0.026542,0.043457,0.003863,0.038436,0.019831,0.010201,0.206289,0.040570,0.034422,0.154723,0.013651,0.036374,1.456832,0.512814,0.476967,0.369303,0.319452,0.277211,0.249124,0.266254,0.247199,0.245313,0.277832,0.244559,0.233854,0.022323,0.011904,0.031811,0.013040,0.036141,0.006603,0.026402,0.002481,0.007270,0.022543,0.034790,0.005168,0.010994,120.000000,0.090584,blues
0.098507,0.024580,3.107514,0.209773,0.220211,0.807156,0.006724,0.153471,-24.153859,2.329756,0.996770,0.349620,0.072055,-0.029697,-0.052278,-0.053756,-0.070891,-0.162974,0.111025,-0.089332,0.146449,0.037584,0.001558,0.058560,0.013368,0.025153,0.016999,0.044394,0.001222,0.007914,0.015332,0.031875,0.004438,0.027279,0.034462,0.012850,0.138201,0.034505,0.017812,0.363214,0.003052,0.105255,0.848304,0.412192,0.403239,0.287059,0.265575,0.266756,0.248916,0.247226,0.226978,0.238204,0.222165,0.227801,0.209547,0.031238,0.002064,0.036908,0.013880,0.018525,0.016392,0.033158,0.002261,0.007154,0.014538,0.022964,0.007191,0.007923,171.428571,0.199425,blues
0.102502,0.021127,3.155338,0.219224,0.228022,0.871411,0.005633,0.165508,-24.269888,2.064120,0.685400,0.574086,0.231037,-0.044887,0.074534,0.101003,-0.153336,0.047501,0.240829,-0.017618,0.172935,0.021196,0.003674,0.049035,0.009429,0.036290,0.009187,0.055246,0.002928,0.007922,0.017378,0.035715,0.002527,0.029930,0.036185,0.011288,0.114449,0.039588,0.021553,0.366647,0.003123,0.121022,0.954679,0.434490,0.429855,0.267610,0.305177,0.279232,0.295421,0.303198,0.250002,0.211792,0.214731,0.235260,0.217308,0.021759,0.005708,0.037537,0.010183,0.029057,0.010868,0.039163,0.005721,0.008949,0.016764,0.027285,0.003424,0.009717,133.333333,0.130300,blues
0.098166,0.014606,3.139970,0.211531,0.221286,0.859766,0.005237,0.156042,-25.630786,1.931648,1.398830,0.679440,0.188092,0.101090,-0.082678,0.436935,-0.033916,0.080839,0.226878,-0.151832,0.160490,0.013803,0.001244,0.052895,0.006368,0.046470,0.008707,0.050214,0.000288,0.002033,0.015996,0.054712,0.001476,0.034904,0.029181,0.007580,0.141253,0.028991,0.016331,0.285754,0.004146,0.081997,0.804862,0.373796,0.342151,0.289854,0.275211,0.247350,0.220351,0.293113,0.294014,0.324753,0.223848,0.216252,0.218626,0.018649,0.001622,0.036007,0.007831,0.030962,0.011669,0.038206,0.000328,0.002359,0.011361,0.030478,0.001848,0.007637,171.428571,0.112632,blues
0.087924,0.021133,3.138319,0.199997,0.222028,0.736737,0.006345,0.113835,-24.216501,2.098690,0.650362,0.743591,0.163637,-0.128041,-0.186012,0.069391,-0.053721,-0.036690,0.231979,-0.117698,-0.022877,0.024152,0.001457,0.052780,0.018562,0.034733,0.008078,0.040034,0.002154,0.007720,0.016368,0.043795,0.001690,0.028057,0.032358,0.012817,0.114992,0.034359,0.019927,0.356019,0.003238,0.072024,1.004210,0.481091,0.314847,0.251964,0.255539,0.253547,0.241192,0.251231,0.240380,0.226442,0.234500,0.222622,0.206745,0.023670,0.001545,0.037567,0.017410,0.029431,0.008748,0.035451,0.003229,0.008798,0.015131,0.029113,0.001912,0.009232,133.333333,0.116818,blues
0.092918,0.027249,3.127101,0.209279,0.221474,0.780029,0.006963,0.133451,-24.099474,2.026080,0.969109,0.606233,0.087997,-0.049513,-0.004226,0.394202,0.040056,0.122513,0.138753,-0.190500,0.151918,0.021205,0.003243,0.051600,0.008622,0.032156,0.008960,0.055961,0.000592,0.006349,0.022932,0.047757,0.002869,0.032164,0.026427,0.010708,0.138022,0.029406,0.014958,0.272432,0.003400,0.079423,0.571934,0.314378,0.295242,0.263699,0.268893,0.272310,0.274052,0.293178,0.299085,0.262987,0.285071,0.227486,0.216066,0.027001,0.004688,0.038508,0.010484,0.026944,0.012631,0.038537,0.000821,0.009421,0.017358,0.033552,0.003983,0.007895,200.000000,0.115385,blues
0.048500,0.037859,3.015052,0.165526,0.219126,0.251438,0.011740,0.029080,-24.905204,2.909785,1.537571,0.556016,0.265403,0.073678,-0.029489,0.257076,-0.090734,0.008944,0.190979,-0.162669,0.091875,0.028565,0.000510,0.065353,0.012445,0.063308,0.007476,0.038368,0.000153,0.004694,0.020324,0.038773,0.000797,0.034290,0.016974,0.018505,0.181731,0.027406,0.018997,0.110216,0.006665,0.013494,0.702257,0.240606,0.358238,0.206923,0.187823,0.197837,0.208326,0.207025,0.201744,0.182979,0.232619,0.198238,0.183483,0.029915,0.000511,0.042867,0.013365,0.050621,0.009350,0.028159,0.000146,0.005323,0.018321,0.026334,0.000892,0.007012,133.333333,0.183432,blues
0.058381,0.017696,3.071726,0.179033,0.223377,0.337727,0.008411,0.054124,-25.742403,2.795851,1.175941,0.451770,0.076796,-0.034525,-0.083354,0.126957,-0.087078,0.058353,0.119493,-0.118605,0.074482,0.032170,0.001386,0.064161,0.010366,0.031587,0.014756,0.049171,0.000835,0.005256,0.028499,0.052665,0.002510,0.037107,0.030398,0.012645,0.174831,0.045942,0.023720,0.231702,0.006776,0.063995,1.129150,0.343645,0.383354,0.254730,0.257053,0.264044,0.225814,0.234030,0.205183,0.193037,0.209136,0.211622,0.204377,0.033509,0.002462,0.047451,0.011600,0.028641,0.017402,0.040898,0.001804,0.006060,0.024793,0.039369,0.003547,0.009522,120.000000,0.144221,blues
0.075677,0.015590,3.166261,0.186527,0.217990,0.493774,0.005500,0.079116,-25.200301,2.758055,1.040487,0.230908,-0.124433,-0.372661,-0.154578,0.134701,-0.082402,0.215027,0.236801,-0.005793,0.156532,0.024737,0.001784,0.046623,0.012833,0.022334,0.027948,0.047789,0.000931,0.015963,0.014295,0.032978,0.003417,0.029494,0.025905,0.006558,0.099315,0.030494,0.016326,0.229385,0.003666,0.071579,0.631450,0.319564,0.319108,0.228845,0.238242,0.205022,0.210163,0.206934,0.209919,0.193870,0.190023,0.177693,0.180358,0.022499,0.002313,0.031282,0.013316,0.018307,0.027310,0.030323,0.000777,0.012745,0.012354,0.022235,0.003387,0.007409,150.000000,0.125000,blues
0.098747,0.020302,3.178433,0.198985,0.207399,0.930178,0.005745,0.163703,-23.948445,1.890952,0.663712,0.467547,0.140024,0.122406,-0.072797,0.073590,-0.026457,-0.058735,0.125647,-0.010855,0.056034,0.021520,0.004169,0.039465,0.009410,0.035287,0.011490,0.043828,0.001957,0.007796,0.018214,0.036416,0.003185,0.025573,0.034632,0.010164,0.094164,0.032621,0.023391,0.379464,0.003149,0.090642,0.944418,0.456985,0.352253,0.288501,0.310994,0.268396,0.280789,0.273907,0.246498,0.226891,0.234334,0.242463,0.230012,0.020163,0.006140,0.029006,0.009980,0.027820,0.013623,0.034614,0.004053,0.008736,0.015660,0.025186,0.004187,0.008807,120.000000,0.087045,blues
0.040404,0.016540,3.128764,0.136450,0.198524,0.186880,0.009334,0.046593,-26.373377,3.454293,1.096139,0.589214,-0.094484,-0.070938,-0.236670,-0.068133,-0.102466,-0.026835,0.078266,0.006501,0.180404,0.016074,0.000951,0.041187,0.030472,0.046793,0.033348,0.041253,0.000132,0.007269,0.024688,0.028557,0.002657,0.035526,0.022944,0.006812,0.116540,0.043022,0.027897,0.193740,0.007229,0.057044,0.914576,0.439289,0.355219,0.274445,0.223425,0.210754,0.201227,0.216360,0.204019,0.181070,0.203603,0.188349,0.175511,0.017089,0.001035,0.025911,0.024479,0.031928,0.032430,0.028871,0.000133,0.007713,0.021147,0.021011,0.003022,0.009399,120.000000,0.074205,blues
0.085922,0.042830,3.091448,0.181766,0.199634,0.794973,0.007461,0.126593,-23.355035,1.742179,0.747921,0.596641,-0.008871,0.209327,-0.072194,-0.052094,-0.172075,0.116225,0.039605,0.158176,-0.002887,0.010303,0.002438,0.062087,0.018272,0.039779,0.009699,0.053852,0.002370,0.007173,0.012530,0.039344,0.001811,0.032625,0.031783,0.030723,0.195959,0.029426,0.020077,0.369930,0.003726,0.073576,1.179995,0.484428,0.397355,0.310429,0.297307,0.247034,0.211462,0.231970,0.228313,0.243613,0.238872,0.223827,0.219417,0.010397,0.004068,0.061165,0.017737,0.029374,0.009673,0.044299,0.003985,0.009580,0.011225,0.033436,0.002384,0.013908,133.333333,0.155963,blues
0.106709,0.052948,3.190342,0.185123,0.186859,0.985782,0.006262,0.194918,-22.252046,1.490161,0.581017,-0.025538,0.197713,0.366699,-0.122724,-0.068520,0.089477,0.254520,-0.087962,0.171974,0.099193,0.010980,0.003389,0.048208,0.012095,0.015784,0.008287,0.050730,0.004578,0.009208,0.012312,0.050132,0.007217,0.027844,0.029273,0.026492,0.100131,0.023778,0.018752,0.311308,0.002893,0.071872,0.713516,0.304366,0.293194,0.292044,0.265448,0.259209,0.264231,0.284994,0.300078,0.248925,0.270976,0.211179,0.186573,0.011242,0.004326,0.042063,0.011459,0.011803,0.009245,0.043190,0.007126,0.011439,0.011154,0.039887,0.009728,0.011969,200.000000,0.125623,blues
0.067219,0.015067,3.102393,0.146818,0.180033,0.553873,0.009012,0.102181,-26.529553,2.163397,0.928369,0.457439,0.264952,0.182528,0.002449,-0.198387,-0.036544,0.138121,-0.120088,0.045866,0.183253,0.038821,0.000665,0.091773,0.011791,0.026427,0.006661,0.066447,0.001136,0.003187,0.006846,0.030911,0.003022,0.045371,0.040144,0.018268,0.210994,0.043603,0.029582,0.367707,0.007964,0.079371,1.644674,0.613640,0.360221,0.358459,0.284825,0.226719,0.236879,0.241801,0.259181,0.243742,0.215741,0.238217,0.229337,0.037455,0.000860,0.062197,0.018291,0.024174,0.007070,0.049531,0.001638,0.003837,0.007003,0.027922,0.003383,0.015959,133.333333,0.096886,blues
0.132853,0.033033,3.151150,0.201009,0.186953,1.264069,0.006413,0.224326,-23.374745,1.135899,0.510908,0.109305,0.077440,0.223097,-0.039217,-0.050024,-0.149569,0.091718,-0.119377,0.176289,0.210413,0.011828,0.003817,0.054681,0.009496,0.017273,0.012400,0.055023,0.002242,0.005690,0.008596,0.030707,0.003267,0.027326,0.041507,0.024310,0.180042,0.031681,0.021007,0.391694,0.003521,0.080620,1.216295,0.461280,0.489629,0.352484,0.308460,0.271518,0.263631,0.276769,0.278400,0.244425,0.254960,0.233234,0.266755,0.012952,0.005201,0.054572,0.010369,0.016155,0.013828,0.043944,0.003266,0.006554,0.008916,0.029523,0.004525,0.014809,200.000000,0.085805,blues
0.103484,0.046907,3.130317,0.188807,0.190910,1.039309,0.006154,0.177762,-22.715832,1.448114,0.871355,0.321946,0.084479,0.529817,0.008574,-0.043066,-0.136350,0.106457,0.001179,0.232489,0.047098,0.010301,0.002145,0.067705,0.006811,0.025786,0.010239,0.054475,0.003623,0.004169,0.014968,0.034190,0.003200,0.028146,0.038488,0.029295,0.133834,0.032439,0.021557,0.399920,0.002457,0.087428,1.053192,0.433500,0.390161,0.294937,0.289696,0.322445,0.246187,0.231077,0.230421,0.214863,0.213864,0.208495,0.198600,0.010128,0.002774,0.045231,0.006925,0.018061,0.010944,0.039403,0.005795,0.004580,0.012667,0.027269,0.004317,0.011882,171.428571,0.153543,blues
0.113292,0.030814,3.084636,0.190301,0.190736,1.043248,0.007522,0.187949,-23.929723,1.315623,0.628820,0.232740,0.142014,0.165051,-0.046021,-0.075099,-0.060232,0.216432,-0.103288,0.080583,0.100190,0.017213,0.001777,0.070193,0.012199,0.020004,0.008057,0.060404,0.003510,0.004320,0.006992,0.038938,0.004723,0.034013,0.041076,0.026945,0.223595,0.032394,0.022772,0.423589,0.004185,0.089948,1.403319,0.509454,0.421942,0.302323,0.315868,0.258217,0.242033,0.255181,0.253141,0.246816,0.236108,0.246428,0.237458,0.017814,0.002425,0.061896,0.015417,0.019869,0.007960,0.055932,0.005055,0.004923,0.007300,0.032590,0.006835,0.016712,133.333333,0.133065,blues
0.075551,0.022279,3.142249,0.171435,0.199829,0.632797,0.006847,0.125277,-25.074731,2.088233,0.720226,0.453943,0.184581,0.166621,-0.094835,-0.059199,0.009367,0.167524,-0.003786,0.069775,0.070068,0.020324,0.001757,0.056696,0.012450,0.019268,0.005746,0.057618,0.003024,0.004461,0.010784,0.083199,0.002197,0.042145,0.035991,0.020810,0.163763,0.042126,0.024148,0.357416,0.006614,0.094632,1.166542,0.482062,0.411855,0.323920,0.293493,0.256834,0.214131,0.216212,0.233694,0.208042,0.211027,0.248302,0.209971,0.022493,0.002289,0.044387,0.010582,0.016310,0.006159,0.051312,0.004532,0.005353,0.010305,0.059412,0.002618,0.015858,150.000000,0.099776,blues
0.090100,0.039333,3.109213,0.177142,0.187342,0.875558,0.007323,0.152522,-23.397218,1.589535,0.780593,0.441673,0.074241,0.309308,-0.114176,0.036016,-0.077240,0.143176,-0.059251,0.127292,-0.062130,0.013424,0.003040,0.047395,0.015135,0.028042,0.008656,0.050820,0.002080,0.005085,0.014491,0.056697,0.002384,0.031574,0.036428,0.027559,0.180529,0.035918,0.025692,0.410801,0.004019,0.088337,1.314474,0.513394,0.492089,0.322176,0.319208,0.284545,0.235327,0.277211,0.247541,0.270749,0.239573,0.208967,0.234231,0.013205,0.004593,0.049509,0.016348,0.021348,0.009365,0.047191,0.003637,0.006040,0.013521,0.042934,0.002995,0.015099,171.428571,0.123885,blues
0.104507,0.031595,3.141593,0.192160,0.196628,0.984163,0.006388,0.183240,-23.725816,1.688435,0.557865,-0.031723,-0.141607,0.038230,0.035885,-0.223414,-0.230377,0.095071,0.005120,0.123976,0.146041,0.013835,0.002590,0.047531,0.018593,0.018854,0.024607,0.058567,0.003023,0.009738,0.010515,0.037022,0.003167,0.031130,0.037469,0.027766,0.176746,0.033620,0.021460,0.395436,0.003764,0.091437,1.247308,0.497836,0.356938,0.304380,0.325012,0.255869,0.263198,0.263409,0.287717,0.258150,0.246837,0.272985,0.237980,0.014233,0.004500,0.053384,0.019805,0.016742,0.026463,0.043040,0.003329,0.009995,0.010497,0.027777,0.004130,0.013848,109.090909,0.102510,blues
0.142394,0.038913,3.092508,0.209647,0.200167,1.150566,0.007087,0.224086,-23.680100,1.520463,0.893502,0.098700,0.192832,0.218136,-0.028575,-0.144496,-0.086871,0.067411,-0.106686,0.134658,0.143261,0.020773,0.002157,0.059894,0.011770,0.017671,0.011090,0.059857,0.003292,0.003139,0.006772,0.036794,0.002872,0.030662,0.051688,0.036525,0.201157,0.035896,0.016806,0.451884,0.004250,0.097514,1.233499,0.459145,0.364063,0.315391,0.301044,0.252388,0.227431,0.220885,0.259425,0.255555,0.227263,0.246667,0.231007,0.023352,0.003244,0.054192,0.015641,0.016823,0.013002,0.053420,0.004467,0.003408,0.007292,0.029903,0.003282,0.015491,200.000000,0.113433,blues
0.097526,0.047323,3.115884,0.182431,0.191144,0.957527,0.006823,0.157106,-22.908513,1.519511,0.839570,0.483129,0.056016,0.299515,-0.001920,-0.044421,-0.084619,0.198594,-0.054139,0.191557,0.049237,0.010551,0.003430,0.075055,0.007491,0.023723,0.008624,0.052111,0.003090,0.005486,0.014596,0.042234,0.002412,0.031303,0.030517,0.030302,0.158059,0.023915,0.019546,0.354420,0.002964,0.066524,0.928397,0.409461,0.400163,0.302178,0.295740,0.272071,0.209245,0.229066,0.245595,0.214717,0.201167,0.204916,0.212890,0.010814,0.005335,0.053593,0.007744,0.016746,0.009895,0.041398,0.004208,0.006256,0.012802,0.033519,0.003193,0.012582,150.000000,0.123618,blues
0.167792,0.049552,3.183278,0.233723,0.205537,1.504114,0.004847,0.319831,-22.550338,1.603620,0.832881,0.167358,0.367080,0.152376,0.074411,0.073842,-0.118818,-0.191476,0.073888,0.010387,0.006109,0.025077,0.001600,0.040678,0.013320,0.018047,0.005207,0.033644,0.001427,0.004248,0.016224,0.029957,0.002894,0.020562,0.052619,0.020051,0.114675,0.031329,0.016048,0.495320,0.002217,0.105183,0.689030,0.449389,0.265049,0.243467,0.226784,0.254544,0.228513,0.228199,0.232768,0.239973,0.235593,0.227587,0.183700,0.021518,0.001684,0.028250,0.012739,0.014527,0.004110,0.025580,0.001453,0.003575,0.013559,0.021141,0.002864,0.008721,133.333333,0.148256,blues
0.117265,0.040179,3.185643,0.210217,0.202416,1.084751,0.007558,0.213890,-23.468180,1.687810,0.145474,0.362915,0.338003,0.078004,-0.081434,0.007111,0.117267,0.232341,-0.028843,0.089727,-0.071410,0.007666,0.003296,0.030368,0.014272,0.027234,0.006259,0.030628,0.001166,0.007537,0.010267,0.038822,0.012072,0.025967,0.047513,0.020963,0.156987,0.038231,0.015138,0.476836,0.004475,0.117018,1.015905,0.643340,0.497052,0.379800,0.309648,0.306185,0.344948,0.296946,0.329487,0.297647,0.268110,0.261196,0.220130,0.008229,0.005122,0.033543,0.017080,0.027723,0.008636,0.026093,0.002028,0.010610,0.011475,0.039740,0.014646,0.011923,109.090909,0.118367,blues
0.154405,0.032402,3.194174,0.256184,0.226710,1.275625,0.005132,0.300780,-23.817032,1.781695,0.056084,-0.085988,0.201872,0.200877,-0.232685,-0.066159,0.025394,0.013585,-0.016217,0.014860,-0.026587,0.012705,0.006095,0.020229,0.006738,0.030430,0.008960,0.039254,0.005001,0.006755,0.014182,0.020795,0.007217,0.021775,0.050927,0.019547,0.144983,0.039906,0.017778,0.453727,0.002894,0.137076,1.166715,0.606795,0.373514,0.330703,0.274414,0.310642,0.305636,0.278752,0.281938,0.273583,0.280991,0.244833,0.236326,0.014467,0.007873,0.024297,0.007079,0.026212,0.009038,0.029487,0.007515,0.009366,0.013865,0.021202,0.011917,0.010445,92.307692,0.075840,blues
